guess,av_score
daint,2.321814254859611
daker,2.284233261339093
daled,2.2803455723542116
dales,2.3166306695464365
dalis,2.0017278617710583
dalle,2.530021598272138
dalts,1.9939524838012959
daman,1.9758099352051837
damar,2.1706263498920086
dames,2.1213822894168466
damme,2.102375809935205
damns,1.7853131749460043
damps,1.5831533477321815
dampy,1.7796976241900648
dancy,2.088120950323974
dangs,1.761987041036717
danio,2.02548596112311
danks,1.701511879049676
danny,2.1580993520518357
dants,1.9749460043196545
daraf,2.0587473002159826
darbs,1.8475161987041038
darcy,2.232829373650108
dared,2.4060475161987043
darer,2.688984881209503
dares,2.4423326133909287
darga,2.05658747300216
dargs,1.9066954643628509
daric,2.0496760259179267
daris,2.127429805615551
darks,1.84622030237581
darky,2.0427645788336934
darns,2.1062634989200864
darre,2.7287257019438447
darts,2.1196544276457883
darzi,1.7347732181425486
dashi,1.7239740820734342
dashy,1.9295896328293736
datal,2.243196544276458
dated,2.2876889848812096
dater,2.5706263498920086
dates,2.323974082073434
datos,1.9978401727861772
datto,2.044060475161987
daube,2.2095032397408207
daubs,1.685097192224622
dauby,1.8816414686825054
dauds,1.7684665226781857
dault,2.177537796976242
daurs,2.041900647948164
dauts,1.9572354211663068
daven,2.098488120950324
davit,1.9403887688984882
dawah,1.8345572354211663
dawds,1.5347732181425486
dawed,2.0099352051835853
dawen,2.0980561555075594
dawks,1.4501079913606911
dawns,1.7101511879049676
dawts,1.7235421166306695
dayan,1.9995680345572355
daych,1.7248380129589633
daynt,2.017710583153348
dazed,1.92829373650108
dazer,2.211231101511879
dazes,1.9645788336933045
deads,2.096328293736501
deair,2.539524838012959
deals,2.2967602591792655
deans,2.27170626349892
deare,2.8941684665226783
dearn,2.4215982721382288
dears,2.3697624190064794
deary,2.566306695464363
deash,2.2773218142548597
deave,2.5053995680345573
deaws,1.9822894168466523
deawy,2.1788336933045356
debag,1.7840172786177106
debby,1.7161987041036717
debel,2.2311015118790496
debes,2.1144708423326133
debts,1.791792656587473
debud,1.6155507559395248
debur,1.898488120950324
debus,1.6518358531317494
debye,2.0907127429805614
decad,1.958099352051836
decaf,1.808207343412527
decan,2.04622030237581
decko,1.6384449244060475
decks,1.5956803455723543
decos,1.865658747300216
dedal,2.093736501079914
deeds,2.0475161987041037
deedy,2.2440604751619873
deely,2.4444924406047517
deems,2.015550755939525
deens,2.2228941684665227
deeps,2.0207343412527
deere,2.845356371490281
deers,2.320950323974082
deets,2.2362850971922246
deeve,2.45658747300216
deevs,1.932181425485961
defat,2.0721382289416845
deffo,1.4924406047516199
defis,1.7460043196544277
defog,1.6017278617710584
degas,1.9399568034557235
degum,1.541684665226782
degus,1.6747300215982721
deice,2.577537796976242
deids,1.947732181425486
deify,2.0444924406047518
deils,2.1481641468682504
deism,2.0099352051835853
deist,2.3516198704103672
deked,2.011231101511879
dekes,2.0475161987041037
dekko,1.4941684665226782
deled,2.290280777537797
deles,2.3265658747300217
delfs,1.7153347732181425
delft,1.9239740820734341
delis,2.0116630669546436
dells,2.015550755939525
delly,2.212095032397408
delos,2.0004319654427647
delph,1.7740820734341252
delts,2.0038876889848813
deman,1.985745140388769
demes,2.131317494600432
demic,1.7386609071274297
demit,2.0250539956803455
demob,1.6319654427645789
demoi,1.7961123110151187
demos,1.805183585313175
dempt,1.8017278617710584
denar,2.356803455723542
denay,2.306695464362851
dench,1.8872570194384448
denes,2.30755939524838
denet,2.5161987041036715
denis,1.9926565874730022
dents,1.9848812095032398
deoxy,1.9356371490280777
derat,2.4634989200863933
deray,2.451403887688985
dered,2.4159827213822895
deres,2.452267818574514
derig,2.0043196544276456
derma,2.0587473002159826
derms,1.9088552915766739
derns,2.1161987041036716
derny,2.312742980561555
deros,2.126133909287257
derro,2.2570194384449245
derry,2.4107991360691146
derth,2.1153347732181427
dervs,1.8254859611231102
desex,2.0107991360691146
deshi,1.7339092872570194
desis,1.9710583153347732
desks,1.6898488120950323
desse,2.494168466522678
devas,1.8591792656587474
devel,2.173218142548596
devis,1.741684665226782
devon,1.7822894168466523
devos,1.7304535637149028
devot,1.9390928725701944
dewan,1.9105831533477322
dewar,2.1053995680345574
dewax,1.583585313174946
dewed,2.0198704103671705
dexes,1.9762419006479481
dexie,2.185745140388769
dhaba,1.785745140388769
dhaks,1.6345572354211664
dhals,1.9196544276457883
dhikr,1.7326133909287258
dhobi,1.4704103671706263
dhole,2.2876889848812096
dholl,1.879913606911447
dhols,1.7632829373650107
dhoti,1.742548596112311
dhows,1.4488120950323975
dhuti,1.5809935205183585
diact,2.199136069114471
dials,2.0855291576673864
diane,2.58488120950324
diazo,1.7408207343412527
dibbs,1.3084233261339093
diced,1.9442764578833693
dicer,2.2272138228941682
dices,1.980561555075594
dicht,1.64622030237581
dicks,1.3844492440604752
dicky,1.5809935205183585
dicot,1.8630669546436285
dicta,1.8077753779697625
dicts,1.6578833693304535
dicty,1.8544276457883369
diddy,1.6483801295896328
didie,2.1727861771058317
didos,1.6371490280777539
didst,1.8557235421166307
diebs,1.752915766738661
diels,2.036717062634989
diene,2.5360691144708425
diets,2.0250539956803455
diffs,1.2384449244060476
dight,1.591792656587473
dikas,1.6388768898488122
diked,1.8
diker,2.082937365010799
dikes,1.8362850971922247
dikey,2.032829373650108
dildo,1.6466522678185744
dilli,1.7952483801295895
dills,1.8043196544276459
dimbo,1.3680345572354211
dimer,2.1667386609071273
dimes,1.920086393088553
dimps,1.3818574514038877
dinar,2.145572354211663
dined,2.0600431965442763
dines,2.096328293736501
dinge,2.085097192224622
dings,1.5606911447084233
dinic,1.703671706263499
dinks,1.5002159827213823
dinky,1.6967602591792657
dinna,1.9101511879049675
dinos,1.770194384449244
dints,1.7736501079913607
diols,1.929157667386609
diota,2.0673866090712743
dippy,1.5965442764578834
dipso,1.6647948164146869
diram,1.9105831533477322
direr,2.4876889848812094
dirke,2.169330453563715
dirks,1.644924406047516
dirls,1.9300215982721383
dirts,1.9183585313174947
disas,1.8773218142548596
disci,1.6596112311015119
discs,1.668682505399568
dishy,1.72829373650108
disks,1.4786177105831533
disme,2.0557235421166307
dital,2.041900647948164
ditas,1.9252699784017278
dited,2.086393088552916
dites,2.1226781857451402
ditsy,2.003023758099352
ditts,1.8
ditzy,1.6207343412526998
divan,1.6997840172786176
divas,1.6479481641468683
dived,1.8090712742980561
dives,1.8453563714902808
divis,1.5304535637149028
divna,1.6591792656587474
divos,1.5192224622030237
divot,1.7278617710583153
divvy,1.4151187904967601
diwan,1.6993520518358531
dixie,1.9745140388768898
dixit,1.6587473002159827
diyas,1.7464362850971922
dizen,1.8151187904967603
djinn,1.523110151187905
djins,1.4712742980561555
doabs,1.8794816414686826
doats,2.151619870410367
dobby,1.5827213822894168
dobes,1.9809935205183586
dobie,2.190496760259179
dobla,1.8198704103671706
dobra,1.8928725701943845
dobro,1.785745140388769
docht,1.7239740820734342
docks,1.4622030237580994
docos,1.732181425485961
docus,1.5956803455723543
doddy,1.726133909287257
dodos,1.714902807775378
doeks,1.8293736501079914
doers,2.187473002159827
doest,2.31792656587473
doeth,2.088552915766739
doffs,1.3161987041036718
dogan,1.8583153347732182
doges,2.0038876889848813
dogey,2.2004319654427644
doggo,1.5110151187904968
doggy,1.6647948164146869
dogie,2.213390928725702
dohyo,1.4825053995680346
doilt,2.2233261339092873
doily,2.211231101511879
doits,2.003023758099352
dojos,1.5045356371490282
dolce,2.3114470842332615
dolci,1.7779697624190065
doled,2.156803455723542
doles,2.193088552915767
dolia,2.0280777537796975
dolls,1.88207343412527
dolma,1.7995680345572354
dolor,2.1136069114470843
dolos,1.8669546436285098
dolts,1.8704103671706263
domal,1.9170626349892008
domed,1.9615550755939526
domes,1.9978401727861772
domic,1.6051835853131748
donah,1.9624190064794815
donas,1.9766738660907128
donee,2.6984881209503238
doner,2.4207343412527
donga,1.7883369330453565
dongs,1.6384449244060475
donko,1.6207343412526998
donna,1.9879049676025917
donne,2.3624190064794814
donny,2.0345572354211665
donsy,2.054427645788337
doobs,1.723110151187905
dooce,2.4362850971922247
doody,2.003023758099352
dooks,1.7218142548596111
doole,2.5313174946004318
dools,2.0069114470842333
dooly,2.203455723542117
dooms,1.7745140388768899
doomy,1.9710583153347732
doona,2.1317494600431965
doorn,2.1317494600431965
doors,2.079913606911447
doozy,1.8159827213822894
dopas,1.818574514038877
doped,1.9796976241900648
doper,2.262634989200864
dopes,2.0159827213822896
dorad,2.085097192224622
dorba,1.873866090712743
dorbs,1.7239740820734342
doree,2.843196544276458
dores,2.318790496760259
doric,1.926133909287257
doris,2.0038876889848813
dorks,1.7226781857451403
dorky,1.9192224622030238
dorms,1.775377969762419
dormy,1.9719222462203023
dorps,1.780561555075594
dorrs,2.080777537796976
dorsa,2.1524838012958964
dorse,2.526997840172786
dorts,1.9961123110151189
dorty,2.192656587473002
dosai,1.9460043196544277
dosas,1.9550755939524838
dosed,2.1161987041036716
doseh,2.138228941684665
doser,2.399136069114471
doses,2.1524838012958964
dosha,1.7593952483801296
dotal,2.1196544276457883
doted,2.16414686825054
doter,2.447084233261339
dotes,2.2004319654427644
dotty,2.0742980561555076
douar,2.2056155507559394
douce,2.274730021598272
doucs,1.7503239740820735
douks,1.5602591792656588
doula,1.9952483801295897
douma,1.7628509719222463
doums,1.6129589632829373
doups,1.6181425485961123
doura,2.0682505399568036
douse,2.3645788336933045
douts,1.8336933045356372
doved,1.8868250539956803
doven,1.9749460043196545
dover,2.1697624190064797
doves,1.923110151187905
dovie,2.1326133909287255
dowar,1.9719222462203023
dowds,1.411231101511879
dowed,1.8863930885529159
dower,2.169330453563715
dowie,2.1321814254859612
dowle,2.136069114470842
dowls,1.6116630669546437
dowly,1.808207343412527
downa,1.736501079913607
downs,1.586609071274298
dowps,1.3844492440604752
dowse,2.1308855291576676
dowts,1.6
doxed,1.8064794816414687
doxes,1.8427645788336933
doxie,2.052267818574514
doyen,2.0734341252699786
doyly,1.9071274298056156
dozed,1.8047516198704103
dozer,2.0876889848812095
dozes,1.841036717062635
drabs,1.9399568034557235
drack,2.015550755939525
draco,2.1714902807775376
draff,1.737365010799136
drags,1.9991360691144708
drail,2.336501079913607
drams,1.9913606911447084
drant,2.407343412526998
draps,1.9965442764578833
drats,2.212095032397408
drave,2.4323974082073434
draws,1.9092872570194384
drays,1.986609071274298
drear,2.535205183585313
dreck,1.9667386609071273
dreed,2.4496760259179267
dreer,2.7326133909287256
drees,2.485961123110151
dregs,1.9503239740820735
dreks,1.8898488120950323
drent,2.3585313174946005
drere,2.772354211663067
drest,2.378401727861771
dreys,1.9377969762419007
dribs,1.7913606911447084
drice,2.504535637149028
dries,2.3861771058315333
drily,2.27170626349892
drips,1.8479481641468682
dript,2.05658747300216
droid,2.0272138228941685
droil,2.180129589632829
droke,2.306695464362851
drole,2.591792656587473
drome,2.3593952483801295
drony,2.2388768898488123
droob,1.8790496760259179
droog,1.9192224622030238
drook,1.9390928725701944
drops,1.8401727861771058
dropt,2.0488120950323974
drouk,1.8025917926565875
drows,1.752915766738661
drubs,1.6220302375809936
drugs,1.6812095032397407
drums,1.6734341252699785
drupe,2.203023758099352
druse,2.4250539956803454
drusy,2.09719222462203
druxy,1.7010799136069115
dryad,1.848380129589633
dryas,1.8846652267818575
dsobo,1.514902807775378
dsomo,1.5663066954643627
duads,1.7892008639308856
duals,1.98963282937365
duans,1.9645788336933045
duars,2.062634989200864
dubbo,1.2552915766738661
ducal,1.8038876889848812
ducat,1.8958963282937364
duces,1.8846652267818575
ducks,1.2885529157667386
ducky,1.485097192224622
ducts,1.5619870410367171
duddy,1.5524838012958964
duded,1.8311015118790497
dudes,1.8673866090712743
duels,1.9408207343412527
duets,1.929157667386609
duett,2.1377969762419005
duffs,1.142548596112311
dufus,1.291144708423326
duing,1.682937365010799
duits,1.8293736501079914
dukas,1.5429805615550756
duked,1.7041036717062634
dukes,1.740388768898488
dukka,1.2941684665226783
dulce,2.1377969762419005
dules,2.019438444924406
dulia,1.8544276457883369
dulls,1.7084233261339092
dulse,2.227645788336933
dumas,1.626781857451404
dumbo,1.2721382289416847
dumbs,1.2293736501079913
dumka,1.3779697624190064
dumky,1.424622030237581
dumps,1.285961123110151
dunam,1.6699784017278618
dunch,1.5801295896328293
dunes,2.0004319654427647
dungs,1.464794816414687
dungy,1.6613390928725702
dunks,1.4043196544276457
dunno,1.7071274298056156
dunny,1.8609071274298057
dunsh,1.6699784017278618
dunts,1.6777537796976243
duomi,1.591792656587473
duomo,1.6436285097192225
duped,1.8060475161987042
duper,2.088984881209503
dupes,1.8423326133909288
duple,2.0557235421166307
duply,1.7278617710583153
duppy,1.5006479481641468
dural,2.0643628509719223
duras,1.947732181425486
dured,2.108855291576674
dures,2.1451403887688985
durgy,1.8060475161987042
durns,1.8090712742980561
duroc,1.7412526997840172
duros,1.8190064794816414
duroy,2.015550755939525
durra,2.0570194384449243
durrs,1.9071274298056156
durry,2.103671706263499
durst,2.0375809935205185
durum,1.5494600431965442
durzi,1.4375809935205184
dusks,1.3827213822894169
dusts,1.6561555075593952
duxes,1.6691144708423327
dwaal,1.983585313174946
dwale,2.2777537796976244
dwalm,1.6203023758099353
dwams,1.520950323974082
dwang,1.5952483801295896
dwaum,1.468682505399568
dweeb,1.8423326133909288
dwile,2.1291576673866093
dwine,2.1041036717062633
dyads,1.6311015118790497
dyers,1.8557235421166307
dyked,1.5460043196544277
dykes,1.5822894168466524
dykey,1.7788336933045357
dykon,1.3079913606911446
dynel,1.958963282937365
dynes,1.8423326133909288
dzhos,1.1468682505399568
eagre,2.6764578833693307
ealed,2.542980561555076
eales,2.5792656587473
eaned,2.523974082073434
eards,2.193520518358531
eared,2.668682505399568
earls,2.393952483801296
earns,2.3688984881209505
earnt,2.577537796976242
earst,2.5974082073434124
eased,2.5023758099352054
easer,2.7853131749460043
eases,2.5386609071274298
easle,2.752051835853132
easts,2.2159827213822894
eathe,2.5680345572354213
eaved,2.2730021598272137
eaves,2.3092872570194385
ebbed,1.8047516198704103
ebbet,2.0496760259179267
ebons,1.841900647948164
ebook,1.7386609071274297
ecads,1.9218142548596113
eched,1.9105831533477322
eches,1.9468682505399568
echos,1.6207343412526998
ecrus,1.8151187904967603
edema,1.9399568034557235
edged,1.8755939524838012
edger,2.1585313174946004
edges,1.9118790496760258
edile,2.447084233261339
edits,1.9110151187904967
educe,2.182721382289417
educt,1.8669546436285098
eejit,2.1205183585313176
eensy,2.4505399568034556
eeven,2.371058315334773
eevns,1.9831533477321814
effed,1.7183585313174945
egads,1.8336933045356372
egers,2.058315334773218
egest,2.188768898488121
eggar,1.9239740820734341
egged,1.8384449244060475
egger,2.1213822894168466
egmas,1.6712742980561555
ehing,1.8755939524838012
eider,2.472570194384449
eidos,1.8997840172786178
eigne,2.3771058315334774
eiked,2.062634989200864
eikon,1.824622030237581
eilds,1.8665226781857451
eisel,2.4539956803455723
ejido,1.6012958963282937
ekkas,1.5434125269978403
elain,2.3956803455723543
eland,2.2863930885529156
elans,2.3226781857451404
elchi,1.6907127429805615
eldin,1.9624190064794815
elemi,2.057451403887689
elfed,2.075593952483801
eliad,2.2764578833693303
elint,2.3827213822894167
elmen,2.2341252699784016
eloge,2.491144708423326
elogy,2.1632829373650106
eloin,2.2393088552915765
elops,1.9641468682505399
elpee,2.7248380129589633
elsin,2.073866090712743
elute,2.542548596112311
elvan,1.961987041036717
elven,2.1593952483801298
elver,2.3542116630669545
elves,2.10755939524838
emacs,1.9606911447084234
embar,1.9226781857451405
embay,1.8725701943844493
embog,1.4142548596112312
embow,1.347732181425486
embox,1.2721382289416847
embus,1.4107991360691146
emeer,2.5645788336933046
emend,1.945572354211663
emerg,1.9468682505399568
emery,2.2764578833693303
emeus,1.855291576673866
emics,1.812095032397408
emirs,1.9801295896328295
emits,1.895464362850972
emmas,1.6928725701943845
emmer,2.1369330453563715
emmet,2.0989200863930884
emmew,1.6907127429805615
emmys,1.3421166306695465
emoji,1.4838012958963283
emong,1.7412526997840172
emote,2.412095032397408
emove,2.1079913606911447
empts,1.5857451403887688
emule,2.2622030237580995
emure,2.3352051835853134
emyde,1.926997840172786
emyds,1.4025917926565874
enarm,2.146868250539957
enate,2.7196544276457884
ended,2.0483801295896327
ender,2.331317494600432
endew,1.885097192224622
endue,2.146436285097192
enews,1.8436285097192224
enfix,1.3809935205183586
eniac,2.094168466522678
enlit,2.130453563714903
enmew,1.841900647948164
ennog,1.7585313174946005
enoki,1.7563714902807774
enols,2.0505399568034557
enorm,1.9904967602591792
enows,1.7360691144708422
enrol,2.1529157667386607
ensew,1.9965442764578833
ensky,1.7965442764578834
entia,2.079049676025918
enure,2.4863930885529157
enurn,2.0138228941684666
envoi,1.6315334773218142
enzym,1.2034557235421166
eorls,2.2704103671706264
eosin,2.1520518358531318
epact,2.2099352051835854
epees,2.3585313174946005
ephah,1.7092872570194384
ephas,1.7235421166306695
ephod,1.5585313174946005
ephor,1.8414686825053996
epics,1.8526997840172785
epode,2.2639308855291578
epopt,1.9213822894168466
epris,1.9369330453563716
eques,1.9041036717062636
equid,1.5529157667386608
erbia,2.1390928725701945
erevs,2.1218142548596113
ergon,2.0526997840172787
ergos,2.000863930885529
ergot,2.2095032397408207
erhus,1.848380129589633
erica,2.3926565874730024
erick,2.1295896328293735
erics,2.242764578833693
ering,2.179697624190065
erned,2.4609071274298056
ernes,2.4971922246220304
erose,2.849244060475162
erred,2.6056155507559393
erses,2.475593952483801
eruct,2.28207343412527
erugo,1.986609071274298
eruvs,1.8526997840172785
erven,2.2980561555075596
ervil,2.0479481641468684
escar,2.1192224622030236
escot,1.9524838012958963
esile,2.550755939524838
eskar,1.9749460043196545
esker,2.172354211663067
esnes,2.185745140388769
esses,2.16414686825054
estoc,1.808207343412527
estop,1.785745140388769
estro,2.0168466522678186
etage,2.548596112311015
etape,2.5460043196544277
etats,2.237149028077754
etens,2.1749460043196542
ethal,1.9926565874730022
ethne,2.2617710583153348
ethyl,1.6419006479481641
etics,2.005183585313175
etnas,2.0622030237580993
ettin,2.0228941684665225
ettle,2.499352051835853
etuis,1.926997840172786
etwee,2.532613390928726
etyma,1.7136069114470842
eughs,1.5498920086393089
euked,1.9667386609071273
eupad,1.8712742980561554
euros,2.0816414686825055
eusol,2.031965442764579
evens,1.8976241900647948
evert,2.2043196544276458
evets,1.9110151187904967
evhoe,1.9943844492440606
evils,1.8228941684665227
evite,2.3356371490280776
evohe,2.10755939524838
ewers,2.0401727861771057
ewest,2.1706263498920086
ewhow,1.314902807775378
ewked,1.7304535637149028
exams,1.6898488120950323
exeat,2.195680345572354
execs,1.778401727861771
exeem,2.051403887688985
exeme,2.1654427645788337
exfil,1.488120950323974
exies,2.0846652267818575
exine,2.2730021598272137
exing,1.6155507559395248
exits,1.761987041036717
exode,2.0898488120950325
exome,2.0578833693304537
exons,1.7408207343412527
expat,1.7861771058315334
expos,1.4488120950323975
exude,1.92829373650108
exuls,1.6043196544276457
exurb,1.5041036717062635
eyass,2.088984881209503
eyers,2.1183585313174946
eyots,1.926133909287257
eyras,2.052267818574514
eyres,2.2496760259179265
eyrie,2.4591792656587472
eyrir,2.1814254859611233
ezine,2.2617710583153348
fabby,1.657451403887689
faced,2.096760259179266
facer,2.3796976241900647
faces,2.13304535637149
facia,1.9680345572354212
facta,1.9602591792656587
facts,1.81036717062635
faddy,1.8008639308855292
faded,2.0794816414686825
fader,2.3624190064794814
fades,2.115766738660907
fadge,2.104535637149028
fados,1.78963282937365
faena,2.3140388768898488
faery,2.4587473002159825
faffs,1.3909287257019438
faffy,1.5874730021598271
faggy,1.7395248380129589
fagin,1.8155507559395248
fagot,1.961123110151188
faiks,1.8043196544276459
fails,2.089416846652268
faine,2.5887688984881208
fains,2.0643628509719223
fairs,2.1624190064794817
faked,1.9524838012958963
faker,2.2354211663066956
fakes,1.9887688984881209
fakey,2.185313174946004
fakie,2.198272138228942
fakir,1.9205183585313175
falaj,1.7840172786177106
falls,1.956803455723542
famed,2.036285097192225
fames,2.0725701943844492
fanal,2.1680345572354214
fands,1.737365010799136
fanes,2.2488120950323975
fanga,1.8630669546436285
fango,1.755939524838013
fangs,1.7131749460043197
fanks,1.6526997840172786
fanon,1.9745140388768898
fanos,1.9226781857451405
fanum,1.6531317494600433
faqir,1.8362850971922247
farad,2.159827213822894
farci,1.9784017278617712
farcy,2.1840172786177106
fards,1.88207343412527
fared,2.357235421166307
farer,2.640172786177106
fares,2.3935205183585313
farle,2.6069114470842334
farls,2.0825053995680345
farms,1.850107991360691
faros,2.0673866090712743
farro,2.198272138228942
farse,2.6017278617710584
farts,2.070842332613391
fasci,1.812095032397408
fasti,1.895464362850972
fasts,1.904535637149028
fated,2.2388768898488123
fates,2.2751619870410367
fatly,2.1606911447084234
fatso,2.0017278617710583
fatwa,1.7995680345572354
faugh,1.6812095032397407
fauld,1.8838012958963284
fauns,1.8950323974082073
faurd,1.956803455723542
fauts,1.9084233261339092
fauve,2.1287257019438446
favas,1.8004319654427645
favel,2.1144708423326133
faver,2.2444924406047515
faves,1.9978401727861772
favus,1.535205183585313
fawns,1.6613390928725702
fawny,1.8578833693304535
faxed,1.881209503239741
faxes,1.9174946004319655
fayed,2.0600431965442763
fayer,2.3429805615550756
fayne,2.2846652267818572
fayre,2.3827213822894167
fazed,1.8794816414686826
fazes,1.9157667386609072
feals,2.247948164146868
feare,2.845356371490281
fears,2.320950323974082
feart,2.5295896328293734
fease,2.767170626349892
feats,2.2362850971922246
feaze,2.3848812095032397
feces,2.1429805615550754
fecht,1.8086393088552917
fecit,2.036717062634989
fecks,1.546868250539957
fedex,1.8505399568034557
feebs,1.9153347732181425
feeds,1.9987041036717064
feels,2.199136069114471
feens,2.1740820734341253
feers,2.2721382289416847
feese,2.7183585313174947
feeze,2.3360691144708423
fehme,2.0535637149028076
feint,2.2829373650107994
feist,2.30280777537797
felch,1.857451403887689
felid,1.9265658747300216
fells,1.9667386609071273
felly,2.1632829373650106
felts,1.9550755939524838
felty,2.151619870410367
femal,2.0017278617710583
femes,2.0825053995680345
femmy,1.7356371490280778
fends,1.7473002159827213
fendy,1.9438444924406046
fenis,1.9438444924406046
fenks,1.6626349892008638
fenny,2.1192224622030236
fents,1.9360691144708424
feods,1.8911447084233262
feoff,1.6051835853131748
ferer,2.650107991360691
feres,2.4034557235421166
feria,2.2384449244060476
ferly,2.2889848812095033
fermi,1.8509719222462202
ferms,1.8600431965442765
ferns,2.0673866090712743
ferny,2.2639308855291578
fesse,2.4453563714902806
festa,2.0643628509719223
fests,1.9144708423326133
festy,2.1110151187904966
fetas,2.0876889848812095
feted,2.2488120950323975
fetes,2.285097192224622
fetor,2.2056155507559394
fetta,2.1123110151187907
fetts,1.9624190064794815
fetwa,1.8095032397408208
feuar,2.290280777537797
feuds,1.7295896328293736
feued,2.2047516198704105
feyed,2.069978401727862
feyer,2.352915766738661
feyly,1.991792656587473
fezes,1.9257019438444924
fezzy,1.4237580993520518
fiars,2.109719222462203
fiats,2.0250539956803455
fibro,1.6591792656587474
fices,1.9317494600431966
fiche,1.9131749460043197
fichu,1.2889848812095033
ficin,1.668682505399568
ficos,1.6056155507559395
fides,1.9144708423326133
fidge,1.9032397408207344
fidos,1.5883369330453563
fiefs,1.6876889848812096
fient,2.1714902807775376
fiere,2.585313174946004
fiers,2.0609071274298056
fiest,2.1913606911447086
fifed,1.7645788336933046
fifer,2.0475161987041037
fifes,1.8008639308855292
fifis,1.4859611231101513
figgy,1.5382289416846653
figos,1.5511879049676025
fiked,1.7511879049676027
fikes,1.7874730021598273
filar,2.115766738660907
filch,1.64622030237581
filed,2.0302375809935205
files,2.0665226781857453
filii,1.742548596112311
filks,1.4704103671706263
fille,2.279913606911447
fillo,1.7982721382289417
fills,1.7555075593952483
filmi,1.5140388768898487
films,1.523110151187905
filos,1.740388768898488
filum,1.470842332613391
finca,1.7913606911447084
finds,1.5360691144708423
fined,2.011231101511879
fines,2.0475161987041037
finis,1.7326133909287258
finks,1.451403887688985
finny,1.9079913606911447
finos,1.7213822894168467
fiord,1.9170626349892008
fiqhs,1.1602591792656587
fique,1.765010799136069
fired,2.155939524838013
firer,2.438876889848812
fires,2.1922246220302375
firie,2.4017278617710582
firks,1.5961123110151187
firms,1.6488120950323975
firns,1.8561555075593952
firry,2.150755939524838
firth,1.855291576673866
fiscs,1.6198704103671706
fisks,1.429805615550756
fists,1.7032397408207343
fisty,1.8997840172786178
fitch,1.6535637149028077
fitly,1.9593952483801296
fitna,1.8876889848812095
fitte,2.2755939524838014
fitts,1.7511879049676027
fiver,2.0431965442764577
fives,1.7965442764578834
fixed,1.679913606911447
fixes,1.7161987041036717
fixit,1.6099352051835853
fjeld,1.5110151187904968
flabs,1.7524838012958963
flaff,1.5498920086393089
flags,1.8116630669546436
flaks,1.7511879049676027
flamm,1.670842332613391
flams,1.8038876889848812
flamy,2.0004319654427647
flane,2.535637149028078
flans,2.011231101511879
flaps,1.8090712742980561
flary,2.305831533477322
flats,2.024622030237581
flava,1.8704103671706263
flawn,1.7736501079913607
flaws,1.7218142548596111
flawy,1.9183585313174947
flaxy,1.8315334773218142
flays,1.7991360691144709
fleam,1.9680345572354212
fleas,2.1010799136069114
fleek,2.185313174946004
fleer,2.5451403887688984
flees,2.298488120950324
flegs,1.7628509719222463
fleme,2.2794816414686827
fleur,2.0825053995680345
flews,1.6730021598272138
flexi,1.5771058315334774
flexo,1.6289416846652267
fleys,1.7503239740820735
flics,1.792656587473002
flied,2.1624190064794817
flies,2.198704103671706
flimp,1.5550755939524838
flims,1.655291576673866
flips,1.660475161987041
flirs,1.9606911447084234
flisk,1.7693304535637149
flite,2.4004319654427646
flits,1.876025917926566
flitt,2.0846652267818575
flobs,1.5961123110151187
flocs,1.7848812095032398
floes,2.190928725701944
flogs,1.655291576673866
flong,1.7218142548596111
flops,1.6526997840172786
flors,1.952915766738661
flory,2.1494600431965445
flosh,1.860475161987041
flota,2.018142548596112
flote,2.3926565874730024
flows,1.5654427645788338
flubs,1.4345572354211662
flued,1.9930885529157667
flues,2.0293736501079915
fluey,2.2259179265658746
fluky,1.6298056155507559
flump,1.3857451403887688
fluor,1.9498920086393088
flurr,2.0380129589632827
fluty,1.9032397408207344
fluyt,1.6898488120950323
flyby,1.496328293736501
flype,1.8807775377969762
flyte,2.096328293736501
foals,2.1144708423326133
foams,1.88207343412527
foehn,1.8855291576673867
fogey,2.151619870410367
fogie,2.1645788336933047
fogle,2.1684665226781856
fogou,1.529157667386609
fohns,1.603023758099352
foids,1.7654427645788338
foils,1.9658747300215982
foins,1.9408207343412527
folds,1.632829373650108
foley,2.3408207343412526
folia,1.9792656587473003
folic,1.7516198704103672
folie,2.3537796976241903
folks,1.5481641468682505
folky,1.7447084233261339
fomes,1.9490280777537796
fonda,1.7637149028077754
fonds,1.6138228941684665
fondu,1.5140388768898487
fones,2.125269978401728
fonly,2.0107991360691146
fonts,1.8025917926565875
foods,1.7576673866090713
foody,1.9542116630669546
fools,1.958099352051836
foots,1.9464362850971921
footy,2.1429805615550754
foram,1.939524838012959
forbs,1.6751619870410368
forby,1.87170626349892
fordo,1.8012958963282937
fords,1.7585313174946005
forel,2.386609071274298
fores,2.2699784017278617
forex,1.994816414686825
forks,1.673866090712743
forky,1.8704103671706263
forme,2.25097192224622
forms,1.7265658747300217
forts,1.9473002159827213
forza,1.7213822894168467
forze,2.0958963282937364
fossa,1.937365010799136
fosse,2.3118790496760258
fouat,2.1187904967602593
fouds,1.5961123110151187
fouer,2.3542116630669545
fouet,2.316198704103672
foule,2.320950323974082
fouls,1.7965442764578834
fount,1.9801295896328295
fours,1.869546436285097
fouth,1.7706263498920087
fovea,2.0241900647948166
fowls,1.5628509719222463
fowth,1.5369330453563714
foxed,1.7576673866090713
foxes,1.793952483801296
foxie,2.0034557235421167
